customer_id,total_revenue,total_orders,total_items,first_purchase,last_purchase,avg_order_value
15253,2055.09,8,1588,2010-05-02 11:17:00,2011-11-23 16:22:00,17.72
14188,2054.36,6,1162,2011-02-02 13:46:00,2011-11-09 12:45:00,31.61
16235,2053.71,9,788,2010-08-26 12:10:00,2011-10-30 10:56:00,17.86
16794,2052.7,15,1576,2010-03-25 15:17:00,2011-12-08 17:54:00,4.09
16176,2052.69,4,952,2010-03-29 14:52:00,2010-10-14 13:54:00,28.51
17086,2050.08,6,1859,2011-10-07 11:22:00,2011-12-02 13:54:00,21.36
13874,2049.15,7,864,2010-02-04 18:39:00,2010-12-16 18:20:00,29.7
16027,2048.36,15,2099,2010-01-08 13:21:00,2011-09-09 10:47:00,58.52
14232,2048.07,5,1941,2011-03-20 12:44:00,2011-10-28 11:09:00,17.81
17666,2047.8,5,1552,2010-06-30 12:03:00,2011-12-06 09:06:00,46.54
13663,2047.51,5,893,2010-03-03 10:11:00,2011-06-13 15:44:00,20.68
14000,2046.34,5,1838,2009-12-02 09:50:00,2011-05-12 16:50:00,41.76
15473,2046.0,8,776,2010-09-21 09:14:00,2011-11-25 15:15:00,146.14
12868,2043.76,8,1170,2010-11-12 10:05:00,2011-06-07 10:42:00,15.25
17289,2041.8,9,1237,2010-03-08 12:52:00,2011-11-08 12:01:00,7.68
12585,2040.1,2,1279,2010-12-23 12:58:00,2011-04-19 13:39:00,23.45
14988,2038.65,7,1260,2010-04-16 13:34:00,2011-05-12 12:05:00,8.68
16214,2038.25,4,1308,2010-09-30 13:57:00,2011-06-22 11:30:00,20.8
16331,2037.7,6,756,2010-03-07 10:55:00,2010-10-03 13:47:00,59.93
17846,2033.1,1,1,2011-09-15 15:20:00,2011-09-15 15:20:00,2033.1
13630,2031.78,7,1391,2011-02-27 12:49:00,2011-12-04 15:16:00,28.62
14225,2031.07,4,1167,2010-01-12 15:02:00,2010-10-01 10:32:00,23.62
15272,2030.95,6,665,2010-02-14 13:39:00,2011-10-13 12:59:00,7.1
15506,2030.33,6,1637,2010-08-19 12:38:00,2011-11-17 12:11:00,7.44
15164,2028.11,9,912,2010-01-18 13:34:00,2011-10-02 12:05:00,5.76
15384,2027.79,4,1767,2010-04-26 12:38:00,2011-06-23 10:57:00,17.18
12873,2027.3,3,786,2010-01-27 09:50:00,2011-03-02 14:58:00,57.92
13989,2026.06,5,2207,2010-05-25 12:13:00,2011-10-05 09:47:00,23.56
14631,2025.69,6,1407,2010-08-09 14:45:00,2011-10-20 11:17:00,22.26
14651,2025.52,9,880,2010-03-18 11:39:00,2011-10-03 15:52:00,7.16
12418,2021.2,4,1088,2010-03-19 14:47:00,2011-08-19 11:08:00,19.82
13696,2020.4,3,552,2010-02-11 14:17:00,2010-10-14 09:44:00,84.18
16221,2019.92,9,1449,2010-08-10 13:32:00,2011-11-03 11:43:00,8.45
12348,2019.4,5,2714,2010-09-27 14:59:00,2011-09-25 13:13:00,39.6
14623,2016.98,10,1025,2010-04-16 17:12:00,2011-11-07 13:56:00,7.15
16197,2016.71,9,1420,2009-12-16 11:44:00,2010-08-27 12:56:00,21.69
17152,2016.5,4,577,2010-10-10 12:40:00,2011-05-29 12:19:00,126.03
17126,2016.43,9,1426,2010-08-31 13:41:00,2011-07-10 13:52:00,4.53
13693,2011.82,9,880,2009-12-07 11:29:00,2010-11-30 18:21:00,18.98
17671,2009.16,5,987,2010-11-29 11:53:00,2011-11-24 12:21:00,26.79
13888,2001.59,7,795,2010-05-13 11:57:00,2011-08-12 10:13:00,11.71
16332,2000.01,11,1128,2010-04-29 13:41:00,2011-11-11 14:22:00,10.15
16698,1998.0,2,840,2011-03-31 13:33:00,2011-04-27 10:52:00,399.6
14628,1998.0,5,1147,2010-01-25 14:40:00,2011-09-09 14:58:00,23.23
15990,1997.75,7,1086,2010-02-28 12:30:00,2011-10-26 15:58:00,11.29
14152,1997.34,7,1844,2010-02-18 13:57:00,2011-09-25 12:54:00,15.02
15481,1993.34,1,1450,2010-11-03 14:52:00,2010-11-03 14:52:00,52.46
14301,1992.18,4,1686,2010-02-11 13:07:00,2011-08-14 15:33:00,37.59
16065,1992.13,8,1207,2010-09-02 13:27:00,2010-12-09 13:03:00,5.64
13889,1991.23,6,979,2010-01-22 14:32:00,2011-09-08 09:13:00,23.99
17088,1991.01,4,868,2011-03-31 09:48:00,2011-11-11 14:23:00,17.31
16960,1990.88,8,1492,2010-03-02 13:36:00,2011-11-01 11:35:00,4.43
17351,1988.23,12,383,2009-12-10 18:43:00,2011-11-03 18:45:00,28.81
16529,1986.8,4,739,2010-06-27 13:29:00,2011-06-02 17:23:00,15.52
15478,1983.48,3,894,2010-05-13 18:49:00,2011-10-30 14:19:00,28.75
14967,1982.61,6,652,2009-12-03 14:07:00,2011-10-21 11:06:00,68.37
17337,1981.06,4,1247,2011-02-02 17:06:00,2011-07-11 14:55:00,3.8
13725,1980.56,8,806,2011-02-04 12:18:00,2011-10-21 10:03:00,19.04
12582,1980.4,4,985,2010-05-11 09:55:00,2011-04-15 08:45:00,19.23
17158,1980.0,5,1147,2010-03-07 15:50:00,2011-11-07 15:15:00,17.52
15030,1979.91,8,1225,2010-03-04 17:10:00,2011-09-29 10:50:00,60.0
15795,1979.87,8,1411,2010-01-18 11:31:00,2011-07-13 10:43:00,15.11
13208,1976.3,9,1343,2009-12-03 13:25:00,2011-10-12 09:54:00,7.84
18204,1975.35,3,1190,2011-05-31 15:26:00,2011-09-29 16:44:00,10.29
15531,1972.39,2,1085,2011-11-09 17:47:00,2011-12-01 18:43:00,9.01
17797,1971.87,8,1086,2009-12-15 14:30:00,2011-11-17 13:21:00,7.28
14905,1971.39,8,1009,2009-12-03 14:36:00,2011-07-05 12:41:00,25.27
12674,1970.6,4,1133,2011-05-16 09:10:00,2011-11-01 12:12:00,23.74
14477,1969.6,7,1120,2010-01-04 15:41:00,2011-11-20 11:11:00,140.69
14396,1969.38,7,959,2009-12-02 14:21:00,2011-10-05 16:09:00,7.91
16032,1965.72,6,1467,2010-07-04 13:31:00,2010-09-09 18:00:00,9.36
17966,1963.92,10,3918,2010-01-18 13:24:00,2011-11-02 10:26:00,17.38
17997,1962.46,8,2273,2011-06-28 17:28:00,2011-09-26 16:13:00,11.97
12399,1962.3,7,2198,2010-03-05 08:45:00,2011-08-12 13:15:00,17.84
15789,1962.01,6,2499,2010-03-26 11:21:00,2010-12-16 14:35:00,14.22
16290,1957.7,4,957,2010-05-23 11:46:00,2010-09-01 11:52:00,15.79
17039,1954.99,1,689,2010-04-14 12:56:00,2010-04-14 12:56:00,44.43
18016,1954.56,7,1207,2010-01-27 16:00:00,2011-11-07 13:25:00,11.57
14794,1953.9,10,783,2010-08-09 15:44:00,2011-12-07 10:11:00,18.79
17554,1952.45,5,1763,2011-07-14 20:01:00,2011-12-08 14:15:00,22.19
13761,1952.17,6,1079,2010-02-21 11:08:00,2011-10-20 14:01:00,16.0
15885,1951.82,15,622,2010-01-21 12:47:00,2011-09-08 10:43:00,16.97
16993,1950.95,2,285,2010-05-12 13:55:00,2010-09-02 12:16:00,69.68
14014,1948.21,3,2004,2010-05-12 09:04:00,2011-09-23 13:18:00,25.63
15620,1942.36,4,1249,2010-10-26 11:32:00,2011-10-14 12:41:00,15.06
15425,1941.12,4,1041,2010-02-14 12:36:00,2010-11-04 18:13:00,13.57
12385,1938.4,1,612,2010-11-25 15:14:00,2010-11-25 15:14:00,29.82
16619,1938.33,4,1055,2010-02-22 12:05:00,2011-03-21 08:18:00,16.71
14418,1937.25,3,1711,2011-08-23 17:18:00,2011-12-06 11:39:00,15.62
15561,1934.39,8,1334,2010-02-14 12:22:00,2011-11-28 11:07:00,21.03
12528,1933.48,6,756,2011-01-31 09:05:00,2011-11-30 14:40:00,21.02
12531,1933.2,2,1119,2010-01-22 14:17:00,2011-11-25 11:12:00,15.22
16859,1932.41,7,1899,2010-03-04 12:37:00,2011-07-18 12:19:00,17.57
15803,1929.66,4,1030,2010-02-01 16:29:00,2011-10-19 14:56:00,37.84
17236,1929.26,12,804,2010-03-07 13:00:00,2011-11-27 12:00:00,12.21
16788,1928.93,5,965,2010-02-07 12:40:00,2011-08-08 14:53:00,4.04
13029,1927.3,5,194,2010-07-04 13:46:00,2011-11-09 09:13:00,113.37
14492,1921.91,7,751,2010-03-30 14:23:00,2010-10-05 13:21:00,20.89
16681,1921.84,7,1492,2010-03-08 14:10:00,2011-09-28 11:11:00,39.22
18220,1921.76,6,1352,2009-12-15 11:42:00,2011-04-27 09:03:00,76.87
14901,1919.0,12,880,2010-07-29 11:11:00,2011-11-28 17:09:00,14.32
12644,1918.49,4,1032,2010-01-14 13:02:00,2011-08-02 10:33:00,17.28
12842,1917.99,4,887,2009-12-02 08:15:00,2011-09-30 15:33:00,39.96
14332,1917.41,5,875,2010-10-19 13:01:00,2011-11-17 11:54:00,30.93
16650,1916.11,7,1511,2010-07-08 14:18:00,2011-09-29 09:51:00,19.55
16555,1915.68,6,1816,2010-07-22 13:39:00,2011-11-04 14:31:00,29.03
16692,1914.7,4,878,2010-09-24 11:31:00,2011-03-28 14:46:00,382.94
17046,1906.07,5,1636,2010-03-29 13:46:00,2011-07-05 14:24:00,22.42
16942,1904.99,9,805,2011-04-26 11:59:00,2011-11-27 12:40:00,6.88
14250,1904.05,3,1200,2011-09-11 13:44:00,2011-12-02 14:30:00,17.15
14127,1900.08,6,828,2010-10-10 11:53:00,2011-08-09 10:49:00,16.24
14710,1899.79,13,1135,2009-12-03 17:12:00,2011-11-25 14:53:00,4.4
12762,1898.52,2,1227,2011-11-14 14:23:00,2011-12-02 10:23:00,27.51
14389,1898.01,5,1388,2010-04-28 14:57:00,2011-10-05 15:17:00,21.82
14730,1897.57,8,1078,2011-03-08 12:49:00,2011-12-08 14:39:00,4.11
17560,1895.8,8,1588,2010-02-17 12:11:00,2011-09-06 09:18:00,34.47
14327,1894.93,6,1296,2010-01-08 14:04:00,2011-06-29 13:58:00,17.88
15248,1893.93,3,1065,2010-06-23 14:34:00,2010-10-24 13:09:00,17.87
13984,1893.8,12,1301,2009-12-07 11:51:00,2011-11-13 12:38:00,21.52
17350,1893.7,7,1178,2010-02-01 15:38:00,2011-12-01 15:47:00,13.24
16631,1892.52,7,775,2010-02-26 10:49:00,2010-08-15 11:20:00,23.66
13276,1891.91,5,840,2010-03-07 14:05:00,2011-10-07 12:44:00,7.92
15381,1890.57,5,802,2010-05-05 14:35:00,2011-05-10 11:55:00,78.77
14912,1889.25,6,1819,2010-01-26 16:29:00,2011-11-23 09:20:00,29.99
17609,1887.9,11,1321,2010-04-09 16:54:00,2011-10-30 12:28:00,4.9
16172,1884.55,8,1419,2010-07-14 15:34:00,2011-09-05 13:22:00,16.68
14403,1880.51,6,737,2010-03-10 14:00:00,2011-08-01 12:57:00,75.22
16660,1879.55,7,991,2010-01-14 11:09:00,2011-11-23 14:53:00,78.31
18151,1879.44,6,986,2010-03-04 10:47:00,2011-07-28 11:35:00,17.73
17227,1878.93,12,1681,2010-01-15 15:05:00,2011-11-21 10:51:00,16.48
15197,1877.51,6,1058,2009-12-11 12:56:00,2011-11-29 10:00:00,31.82
13946,1876.23,6,2847,2009-12-04 11:07:00,2011-09-21 13:33:00,33.5
16426,1863.76,10,1215,2011-03-08 15:45:00,2011-12-07 14:01:00,5.28
14887,1862.0,1,1100,2011-09-21 15:32:00,2011-09-21 15:32:00,310.33
13503,1859.24,6,1105,2010-02-16 13:49:00,2011-09-29 13:23:00,9.84
14305,1858.96,3,1089,2011-07-27 14:14:00,2011-09-29 15:29:00,17.7
14130,1858.77,4,1215,2009-12-11 16:33:00,2011-01-24 16:05:00,8.45
16043,1856.59,8,1011,2010-08-15 11:26:00,2011-11-02 12:50:00,25.43
15081,1854.57,12,749,2010-06-22 10:25:00,2011-11-17 17:08:00,18.36
16049,1852.15,6,1132,2010-07-11 13:53:00,2011-10-30 13:19:00,3.82
16917,1851.88,2,792,2010-03-17 15:24:00,2011-03-08 11:55:00,37.04
12383,1850.56,5,1532,2010-12-22 14:28:00,2011-06-08 08:02:00,18.69
12381,1845.31,5,808,2011-08-12 09:57:00,2011-12-05 12:44:00,21.21
12507,1844.06,4,1256,2010-05-04 09:23:00,2011-07-28 17:09:00,37.63
18180,1843.75,6,1721,2011-07-20 08:59:00,2011-12-05 08:39:00,15.49
12694,1843.35,3,1355,2010-10-14 19:39:00,2011-09-30 13:06:00,22.21
12950,1843.0,3,1380,2011-11-15 13:48:00,2011-12-07 13:17:00,80.13
15201,1842.95,7,1660,2010-04-07 14:50:00,2011-09-13 14:53:00,18.43
16102,1842.14,3,942,2011-08-03 12:50:00,2011-10-28 13:19:00,32.32
14224,1841.71,9,826,2010-06-13 13:46:00,2011-08-21 13:24:00,8.04
13168,1840.73,5,898,2010-06-15 15:00:00,2011-11-03 12:56:00,10.64
17919,1840.32,2,1452,2010-09-27 10:40:00,2011-09-12 13:41:00,46.01
15822,1840.06,6,950,2009-12-06 15:12:00,2011-12-06 14:50:00,28.31
14870,1838.95,6,483,2010-01-25 09:05:00,2011-03-23 10:51:00,28.29
13924,1838.85,6,1575,2011-09-28 15:07:00,2011-12-08 09:39:00,15.72
17015,1838.61,3,1978,2011-06-07 13:19:00,2011-11-11 10:45:00,8.59
16175,1836.44,7,932,2010-05-25 12:01:00,2011-09-06 14:32:00,18.74
15402,1830.54,6,2034,2010-04-27 12:12:00,2011-07-14 12:17:00,13.97
16152,1829.04,1,642,2011-03-16 09:47:00,2011-03-16 09:47:00,63.07
16825,1826.89,5,1297,2010-06-23 13:14:00,2011-11-01 11:51:00,28.55
17244,1826.04,5,1419,2009-12-06 11:27:00,2011-10-17 15:19:00,15.22
14896,1826.0,8,931,2009-12-06 12:42:00,2011-05-19 10:20:00,7.22
15678,1825.94,3,1022,2010-07-05 12:49:00,2011-10-18 09:25:00,19.85
14715,1825.45,8,1030,2010-01-19 12:18:00,2011-11-15 12:10:00,13.32
13884,1825.03,10,752,2010-08-26 19:57:00,2011-12-02 16:30:00,10.03
17642,1824.49,5,1475,2009-12-05 16:01:00,2011-08-12 09:11:00,16.89
16169,1822.97,4,1325,2011-09-25 11:33:00,2011-12-01 15:28:00,21.45
14738,1821.9,9,757,2009-12-07 10:21:00,2011-10-28 08:56:00,22.77
15339,1821.02,7,1138,2010-02-08 13:38:00,2011-10-04 12:51:00,8.28
16205,1820.11,7,1452,2010-06-15 11:58:00,2011-11-09 09:32:00,9.24
17828,1820.09,4,667,2011-06-08 08:31:00,2011-11-17 08:41:00,27.17
14553,1818.6,9,1118,2010-07-18 12:07:00,2011-11-20 13:20:00,6.31
16233,1818.31,9,677,2009-12-02 13:23:00,2011-09-29 17:27:00,24.91
17787,1817.54,4,896,2010-12-03 13:43:00,2011-07-10 11:24:00,14.2
15807,1817.52,5,1532,2010-02-11 15:32:00,2011-10-20 14:10:00,20.65
12494,1815.27,9,979,2010-05-12 13:52:00,2011-11-24 09:34:00,16.81
16880,1813.21,8,904,2010-08-03 13:54:00,2011-11-09 11:33:00,9.91
14915,1811.25,11,707,2009-12-03 10:17:00,2011-09-09 13:34:00,20.12
16474,1810.65,7,909,2011-07-17 14:51:00,2011-12-02 13:02:00,5.37
14893,1809.61,3,1047,2010-04-01 09:03:00,2011-11-30 12:31:00,17.07
15530,1808.68,5,1328,2010-07-15 11:10:00,2011-11-18 12:25:00,12.74
17888,1807.44,25,1536,2009-12-21 16:34:00,2011-11-18 13:45:00,11.3
15133,1806.9,5,960,2010-07-07 12:31:00,2011-08-04 10:44:00,36.88
13561,1803.4,11,1125,2010-02-28 13:42:00,2011-05-08 12:39:00,7.88
18161,1803.1,6,965,2010-11-25 15:55:00,2011-11-24 16:40:00,19.39
14723,1803.06,11,1168,2009-12-04 11:22:00,2011-11-29 15:23:00,4.33
16797,1802.02,5,898,2009-12-02 13:33:00,2010-11-11 19:14:00,4.53
16249,1800.07,5,950,2011-04-14 13:50:00,2011-10-18 10:07:00,26.09
18235,1796.48,3,1578,2011-05-06 13:35:00,2011-09-29 08:27:00,17.27
18236,1795.35,12,696,2010-04-15 13:39:00,2011-11-10 08:06:00,18.32
17165,1794.32,6,788,2009-12-11 09:18:00,2011-02-28 16:39:00,17.94
14708,1793.22,5,1159,2010-09-10 10:26:00,2011-12-07 08:21:00,43.74
18122,1793.06,6,1225,2011-07-12 11:37:00,2011-12-01 13:08:00,5.02
13711,1792.26,9,819,2009-12-15 19:04:00,2011-05-05 10:31:00,19.48
13375,1792.23,2,1124,2010-09-21 08:12:00,2011-09-12 10:19:00,25.24
12369,1791.15,3,1241,2010-03-08 08:09:00,2010-10-22 13:13:00,19.26
17603,1788.38,4,638,2009-12-10 09:44:00,2011-09-22 14:18:00,16.87
13782,1786.08,13,643,2009-12-06 12:52:00,2011-11-27 11:54:00,7.5
15608,1785.98,5,1262,2010-10-20 10:10:00,2011-11-11 13:20:00,17.01
16611,1785.13,6,874,2010-03-10 16:07:00,2011-06-06 15:46:00,16.23
15452,1785.11,6,1087,2010-07-16 14:23:00,2011-11-10 12:13:00,8.97
15128,1783.68,5,1583,2010-10-05 16:46:00,2011-10-10 13:54:00,14.5
16110,1781.59,4,880,2010-07-05 13:04:00,2011-10-25 14:35:00,4.14
18214,1780.34,4,989,2010-06-03 19:47:00,2010-06-27 11:21:00,30.7
15220,1778.96,6,1393,2011-03-04 10:24:00,2011-10-19 12:39:00,15.2
16770,1778.93,9,1052,2010-08-22 16:08:00,2011-10-13 12:21:00,5.25
16510,1777.5,6,930,2010-01-17 12:30:00,2010-12-02 13:39:00,15.87
12458,1777.49,4,986,2010-08-09 10:33:00,2011-09-29 15:25:00,21.16
12908,1776.0,5,3000,2010-03-19 15:59:00,2011-06-16 15:39:00,355.2
12778,1775.68,9,1735,2010-04-16 09:57:00,2011-11-20 11:30:00,15.58
13920,1774.68,4,1772,2010-05-26 15:48:00,2010-10-04 12:37:00,20.64
16124,1772.49,4,797,2009-12-07 10:33:00,2011-01-26 14:45:00,21.62
15594,1771.78,5,983,2011-04-19 10:08:00,2011-11-24 08:53:00,17.2
14850,1770.96,7,1393,2010-05-20 13:28:00,2011-02-01 11:21:00,9.08
14933,1770.0,4,600,2010-09-21 17:29:00,2010-09-22 10:47:00,442.5
15972,1769.33,5,468,2010-04-18 14:06:00,2010-09-09 13:20:00,12.73
15736,1767.12,2,1208,2010-09-30 14:19:00,2010-09-30 14:20:00,17.67
13456,1766.72,6,765,2011-05-16 15:34:00,2011-11-22 09:18:00,28.04
16751,1764.72,1,1031,2011-11-09 10:48:00,2011-11-09 10:48:00,70.59
13648,1764.02,8,960,2009-12-01 18:13:00,2010-11-04 14:46:00,16.64
13717,1763.3,8,2144,2010-08-11 09:40:00,2011-11-07 14:13:00,14.22
12784,1763.15,3,862,2010-06-28 13:06:00,2011-11-30 15:38:00,13.67
15777,1762.61,7,599,2010-05-20 10:37:00,2011-04-12 16:43:00,45.2
16511,1760.49,6,769,2010-03-01 12:21:00,2011-11-18 10:41:00,5.79
16620,1758.93,6,1146,2009-12-01 14:35:00,2011-12-06 12:19:00,18.71
16266,1757.95,14,791,2010-02-04 16:21:00,2011-09-27 12:08:00,16.13
16595,1757.75,5,1331,2010-01-17 12:12:00,2011-10-09 13:15:00,3.89
12809,1755.94,3,518,2010-03-02 14:19:00,2011-06-15 10:51:00,21.68
14704,1752.92,11,1164,2010-03-25 17:21:00,2011-11-28 12:51:00,3.85
14522,1748.42,8,956,2010-01-24 13:55:00,2011-11-15 13:24:00,38.85
16639,1747.98,4,751,2010-10-26 18:23:00,2011-11-08 13:20:00,21.58
13808,1747.66,5,782,2011-09-04 12:07:00,2011-12-04 12:18:00,23.0
17695,1746.04,5,1809,2010-01-28 09:27:00,2011-07-31 10:40:00,28.62
16348,1744.42,8,1164,2010-10-05 13:57:00,2011-11-07 15:44:00,6.89
16380,1743.15,1,1428,2011-10-09 15:40:00,2011-10-09 15:40:00,56.23
15605,1741.95,9,641,2010-01-14 14:03:00,2011-11-03 14:17:00,17.6
12425,1741.41,2,1147,2010-09-17 14:10:00,2011-09-22 17:31:00,19.14
16087,1739.92,5,664,2010-01-19 12:30:00,2010-11-15 16:44:00,173.99
17974,1739.09,6,1189,2010-10-28 20:03:00,2011-11-15 11:37:00,4.82
14584,1738.16,8,960,2010-02-17 14:01:00,2011-06-23 18:33:00,7.97
14075,1734.87,6,1494,2010-06-16 14:47:00,2011-12-05 08:38:00,21.42
17268,1733.89,11,1395,2009-12-08 11:46:00,2011-08-24 10:06:00,57.8
13026,1733.08,9,2466,2009-12-13 11:34:00,2011-12-08 16:58:00,21.14
14400,1732.47,3,1706,2010-03-18 12:11:00,2011-07-13 15:50:00,23.73
17432,1728.99,9,1008,2009-12-03 19:13:00,2011-11-21 17:33:00,6.31
16891,1727.94,11,652,2009-12-04 12:37:00,2011-12-08 11:15:00,4.13
14387,1727.6,3,795,2011-08-22 14:13:00,2011-11-07 12:29:00,12.43
16809,1727.43,9,1093,2010-04-13 15:34:00,2011-11-16 15:45:00,6.67
15730,1726.58,5,1061,2010-10-04 14:15:00,2011-10-05 12:31:00,15.55
17190,1726.57,7,2218,2010-03-05 13:21:00,2011-10-12 11:33:00,9.09
14304,1725.01,3,775,2010-05-18 10:50:00,2011-05-01 11:50:00,19.6
13363,1723.86,3,1146,2010-10-26 11:07:00,2011-11-22 12:40:00,16.9
16374,1723.4,5,771,2010-04-30 13:10:00,2011-10-04 15:21:00,4.98
17135,1722.18,10,1686,2010-05-09 16:03:00,2011-11-23 16:48:00,12.04
17451,1721.4,7,1203,2011-08-26 11:54:00,2011-12-08 15:02:00,17.21
16119,1720.81,8,811,2009-12-16 11:56:00,2011-12-01 15:11:00,31.87
15267,1717.36,5,944,2011-06-10 10:24:00,2011-11-17 15:59:00,156.12
13705,1717.19,7,906,2010-03-25 17:19:00,2011-12-02 12:32:00,23.21
14021,1716.58,7,878,2010-04-26 11:22:00,2011-07-07 15:46:00,19.07
17162,1715.46,10,1001,2011-02-07 12:27:00,2011-11-11 11:34:00,16.49
14692,1715.14,12,890,2010-04-01 14:04:00,2011-07-25 15:08:00,10.79
14741,1713.09,7,1006,2010-10-18 09:33:00,2011-11-28 08:48:00,22.54
18239,1712.26,6,844,2010-10-13 10:11:00,2011-05-05 12:38:00,17.84
14447,1711.73,6,913,2010-11-04 13:32:00,2011-11-21 08:28:00,16.15
13665,1711.66,3,1652,2010-07-23 13:29:00,2010-11-18 13:06:00,16.15
17750,1710.45,9,3747,2011-06-28 15:44:00,2011-12-04 14:09:00,9.3
12405,1710.39,1,857,2011-07-14 08:52:00,2011-07-14 08:52:00,31.67
13104,1709.1,9,834,2010-02-24 15:06:00,2011-12-06 13:10:00,56.97
17731,1708.99,6,707,2010-02-09 12:37:00,2011-09-21 15:02:00,17.26
15607,1708.97,9,1470,2010-01-08 12:16:00,2011-01-07 12:44:00,15.68
15947,1708.24,1,898,2011-09-18 10:46:00,2011-09-18 10:46:00,58.9
12407,1708.12,5,1416,2011-03-20 13:21:00,2011-10-21 10:11:00,22.18
16902,1706.88,1,629,2011-08-15 14:17:00,2011-08-15 14:17:00,38.79
13309,1706.37,6,1914,2010-11-12 12:10:00,2011-12-02 16:34:00,13.13
16398,1705.8,2,758,2011-03-31 09:38:00,2011-07-08 15:16:00,20.8
14859,1705.64,5,888,2010-06-03 10:26:00,2011-11-27 11:18:00,25.84
12693,1703.02,7,536,2010-07-05 13:56:00,2011-08-04 17:51:00,21.56
15326,1700.52,5,1351,2009-12-01 13:19:00,2011-01-10 11:38:00,13.18
15911,1700.24,8,810,2009-12-09 13:26:00,2010-03-26 12:06:00,6.59
16768,1698.57,9,774,2009-12-07 11:47:00,2011-10-23 10:38:00,10.55
12932,1698.56,8,1609,2010-02-10 08:46:00,2010-06-18 14:22:00,17.88
17813,1698.07,5,752,2011-09-29 15:57:00,2011-11-25 16:13:00,4.88
17694,1695.97,3,1493,2010-05-26 08:27:00,2011-07-21 12:00:00,20.94
16899,1695.77,8,811,2010-11-07 15:00:00,2011-12-02 12:03:00,9.8
16010,1694.86,11,919,2010-10-24 10:54:00,2011-04-08 10:14:00,5.86
15976,1694.41,6,1053,2010-06-06 14:01:00,2011-06-27 13:00:00,4.48
12764,1693.88,1,386,2011-01-27 10:19:00,2011-01-27 10:19:00,37.64
14245,1693.45,2,976,2011-03-21 10:41:00,2011-05-04 08:40:00,15.68
16671,1692.27,3,875,2011-06-28 11:20:00,2011-11-11 13:40:00,282.04
13838,1690.07,10,694,2010-05-09 11:40:00,2011-12-04 11:00:00,4.19
13294,1689.53,3,996,2010-03-03 12:54:00,2011-06-03 08:54:00,16.56
13566,1688.6,5,1257,2010-03-10 12:22:00,2011-10-30 11:59:00,4.61
16725,1688.26,14,700,2009-12-13 15:54:00,2011-02-10 16:52:00,4.85
12813,1687.8,3,1141,2010-01-15 16:52:00,2010-07-26 09:50:00,37.51
12775,1686.12,7,1083,2010-10-26 14:24:00,2011-11-22 16:33:00,20.82
13516,1685.26,4,1114,2010-10-18 08:52:00,2011-11-18 13:15:00,27.63
14643,1679.89,5,1377,2009-12-11 11:52:00,2011-06-22 14:41:00,27.1
15551,1679.81,7,796,2010-06-07 15:05:00,2011-11-03 12:37:00,11.75
13800,1679.56,3,891,2009-12-03 10:03:00,2011-02-03 12:27:00,23.01
12870,1676.95,3,906,2010-03-25 14:32:00,2010-11-29 13:42:00,18.03
14831,1676.57,3,885,2009-12-02 09:21:00,2010-01-28 14:31:00,20.45
13149,1676.06,4,1280,2011-02-23 13:57:00,2011-11-25 13:09:00,19.49
17656,1674.69,5,1399,2011-08-03 10:45:00,2011-09-27 13:04:00,20.42
13587,1673.5,4,664,2010-02-14 13:17:00,2011-10-07 12:31:00,55.78
13308,1670.37,4,1073,2010-04-22 09:22:00,2011-11-17 09:31:00,23.53
13417,1669.49,6,532,2010-02-08 12:39:00,2011-12-05 08:49:00,21.68
13184,1668.95,10,1662,2011-02-22 17:25:00,2011-11-25 12:02:00,9.32
17534,1668.83,5,860,2010-02-25 16:55:00,2011-10-17 12:47:00,18.14
13434,1666.86,5,864,2010-02-22 09:54:00,2011-09-26 14:30:00,47.62
13064,1666.84,6,668,2010-04-27 10:08:00,2011-11-27 12:31:00,17.92
15192,1666.39,5,1448,2010-01-29 10:13:00,2011-08-12 11:41:00,18.31
17321,1665.21,6,790,2010-05-11 12:10:00,2011-12-01 13:41:00,6.14
16329,1664.92,4,797,2009-12-01 11:34:00,2010-10-08 12:44:00,16.01
12912,1662.3,5,670,2011-10-30 11:35:00,2011-12-07 08:55:00,69.26
15214,1661.44,8,1254,2011-04-11 09:46:00,2011-12-08 12:07:00,15.1
15649,1660.35,4,365,2010-11-17 16:22:00,2011-01-07 13:34:00,150.94
14583,1660.29,8,1071,2010-03-28 15:16:00,2011-12-04 12:32:00,3.58
18096,1657.87,6,1409,2010-07-14 14:30:00,2011-11-28 12:44:00,4.24
18276,1656.52,6,1246,2009-12-10 17:14:00,2011-10-27 10:54:00,17.62
17041,1655.2,6,1303,2010-04-18 14:25:00,2011-11-13 11:21:00,13.14
16625,1654.03,5,1057,2010-06-14 11:56:00,2011-03-10 12:50:00,16.71
16813,1652.18,10,1501,2011-05-19 13:28:00,2011-12-01 14:03:00,3.88
12911,1651.72,1,807,2010-06-06 12:13:00,2010-06-06 12:13:00,7.0
16634,1649.81,6,1257,2010-01-21 09:30:00,2011-05-01 12:09:00,19.88
12657,1643.18,4,1044,2011-09-22 11:40:00,2011-11-28 15:47:00,34.96
14420,1639.17,4,1120,2010-01-17 12:41:00,2011-09-01 18:07:00,17.63
12933,1636.63,8,949,2009-12-10 16:39:00,2011-11-15 16:38:00,5.66
12398,1635.66,1,1394,2011-10-25 10:27:00,2011-10-25 10:27:00,19.24
